id_registro,nivel_territorial,pais,codigo_iso_pais,departamento_region,ciudad_municipio,tipo_plataforma,categoria_servicio,plataforma_principal,edad,genero,nivel_educativo,antiguedad_meses,horas_semanales,ingreso_bruto_mensual_cop,costos_operativos_mensuales_cop,ingreso_neto_mensual_cop,ingreso_neto_hora_usd,dependencia_ingresos,afiliacion_salud,afiliacion_pension,cuenta_con_arl,calificacion_promedio_app,fecha_registro,anio,mes,fuente_origen_id
GIG-00077,Global,Brasil,BRA,Sao Paulo,Sao Paulo,Fisica / Basada en Ubicacion,Transporte de Pasajeros,Cabify,32,Masculino,Secundaria / Bachillerato,13,76.5,7585000,2427200,5157800,3.84,Fuente principal (>50%),Regimen Contributivo (Cotizante),No cotiza,No (Sin cobertura ARL),4.85,2023-10-25,2023,10,F-PRIM-02
GIG-00078,Global,Chile,CHL,Santiago,Santiago,En linea / Basada en la Nube,Desarrollo de Software y TI,Upwork,33,Femenino,Universitario,23,24.0,5565000,667800,4897200,11.64,Fuente principal (>50%),Regimen Contributivo (Cotizante),Cotiza activamente,No (Sin cobertura ARL),4.92,2023-04-01,2023,4,F-TER-01
GIG-00079,Global,Argentina,ARG,Buenos Aires,Buenos Aires,Fisica / Basada en Ubicacion,Transporte de Pasajeros,Cabify,29,Masculino,Secundaria / Bachillerato,10,52.5,6045300,1934500,4110800,4.47,Unica fuente de ingresos (100%),Regimen Contributivo (Cotizante),Cotiza activamente,No (Sin cobertura ARL),4.83,2024-01-10,2024,1,F-TER-02
GIG-00080,Regional,Colombia,COL,Bogota D.C.,Bogota,Fisica / Basada en Ubicacion,Transporte de Pasajeros,Cabify,18,Masculino,Tecnico / Tecnologo,1,41.7,1273300,615100,658200,0.9,Fuente principal (>50%),Regimen Subsidiado,No cotiza,No (Sin cobertura ARL),4.96,2024-07-07,2024,7,F-SEC-01
GIG-00081,Nacional,Colombia,COL,Bogota D.C.,Bogota,Fisica / Basada en Ubicacion,Reparto y Domicilios,DiDi Food,35,Masculino,Secundaria / Bachillerato,8,63.2,2123900,740200,1383700,1.25,Fuente complementaria / Secundaria (<50%),Regimen Contributivo (Cotizante),No cotiza,No (Sin cobertura ARL),4.87,2024-10-02,2024,10,F-SEC-01
GIG-00082,Nacional,Colombia,COL,Antioquia,Medellin,Fisica / Basada en Ubicacion,Reparto y Domicilios,iFood,27,Masculino,Secundaria / Bachillerato,4,47.5,1964800,551000,1413700,1.7,Unica fuente de ingresos (100%),Regimen Contributivo (Cotizante),Cotiza activamente,Si (Afiliado a Riesgos Laborales),4.95,2024-10-31,2024,10,F-SEC-01
GIG-00083,Global,Mexico,MEX,Ciudad de Mexico,Ciudad de Mexico,En linea / Basada en la Nube,Desarrollo de Software y TI,Freelancer,28,Masculino,Tecnico / Tecnologo,9,31.6,5982800,717900,5264800,9.5,Fuente principal (>50%),Regimen Contributivo (Cotizante),No cotiza,No (Sin cobertura ARL),4.77,2022-05-26,2022,5,F-TER-01
GIG-00084,Global,Brasil,BRA,Sao Paulo,Sao Paulo,En linea / Basada en la Nube,Desarrollo de Software y TI,Upwork,22,Masculino,Universitario,1,49.9,15146600,1817600,13329000,15.23,Fuente complementaria / Secundaria (<50%),Regimen Contributivo (Cotizante),No cotiza,No (Sin cobertura ARL),4.7,2021-07-17,2021,7,F-TER-01
GIG-00085,Global,Espana,ESP,Madrid,Madrid,En linea / Basada en la Nube,Desarrollo de Software y TI,Freelancer,35,Masculino,Universitario,28,36.9,29994900,3599400,26395500,40.79,Fuente principal (>50%),Regimen Subsidiado,No cotiza,Si (Afiliado a Riesgos Laborales),4.5,2022-12-02,2022,12,F-PRIM-02
GIG-00086,Global,Argentina,ARG,Buenos Aires,Buenos Aires,Fisica / Basada en Ubicacion,Reparto y Domicilios,Mensajeros Urbanos,31,Masculino,Secundaria / Bachillerato,9,57.9,5384800,1723100,3661600,3.61,Unica fuente de ingresos (100%),Regimen Subsidiado,No cotiza,No (Sin cobertura ARL),4.5,2025-09-04,2025,9,F-TER-02
GIG-00087,Global,Mexico,MEX,Ciudad de Mexico,Ciudad de Mexico,Fisica / Basada en Ubicacion,Servicios del Hogar y Mantenimiento,Timser,35,Masculino,Secundaria / Bachillerato,22,51.9,8836900,2827800,6009100,6.6,Unica fuente de ingresos (100%),Regimen Subsidiado,Cotiza activamente,No (Sin cobertura ARL),4.97,2023-04-25,2023,4,F-PRIM-02
GIG-00088,Global,Estados Unidos,USA,California,San Francisco,En linea / Basada en la Nube,Microtareas y Etiquetado de Datos,Appen,33,Masculino,Tecnico / Tecnologo,9,46.6,44222200,5306700,38915500,47.62,Unica fuente de ingresos (100%),Regimen Subsidiado,No cotiza,No (Sin cobertura ARL),4.67,2024-05-19,2024,5,F-TER-02
GIG-00089,Nacional,Colombia,COL,Bogota D.C.,Bogota,Fisica / Basada en Ubicacion,Transporte de Pasajeros,DiDi,29,Masculino,Secundaria / Bachillerato,1,45.6,3644900,1403000,2241900,2.8,Unica fuente de ingresos (100%),Regimen Subsidiado,No cotiza,No (Sin cobertura ARL),4.83,2023-08-08,2023,8,F-SEC-01
GIG-00090,Regional,Colombia,COL,Bogota D.C.,Bogota,Fisica / Basada en Ubicacion,Transporte de Pasajeros,Uber,31,Masculino,Secundaria / Bachillerato,1,36.7,4467000,1615800,2851100,4.43,Fuente complementaria / Secundaria (<50%),Regimen Subsidiado,No cotiza,No (Sin cobertura ARL),4.54,2024-08-29,2024,8,F-SEC-01
GIG-00091,Nacional,Colombia,COL,Antioquia,Medellin,En linea / Basada en la Nube,Desarrollo de Software y TI,Upwork,28,Femenino,Universitario,6,17.8,4830600,472700,4357900,13.96,Fuente principal (>50%),Regimen Contributivo (Cotizante),Cotiza activamente,Si (Afiliado a Riesgos Laborales),4.73,2025-08-28,2025,8,F-SEC-01
GIG-00092,Regional,Colombia,COL,Bogota D.C.,Bogota,En linea / Basada en la Nube,Microtareas y Etiquetado de Datos,Amazon Mechanical Turk,31,Femenino,Universitario,1,22.8,1190200,63100,1127100,2.82,Fuente complementaria / Secundaria (<50%),Regimen Contributivo (Cotizante),Cotiza activamente,No (Sin cobertura ARL),,2021-05-10,2021,5,F-SEC-01
GIG-00093,Global,India,IND,Karnataka,Bengaluru,Fisica / Basada en Ubicacion,Reparto y Domicilios,iFood,35,Masculino,Tecnico / Tecnologo,8,67.0,4251200,1360400,2890800,2.46,Unica fuente de ingresos (100%),Regimen Contributivo (Cotizante),No cotiza,Si (Afiliado a Riesgos Laborales),4.99,2024-08-24,2024,8,F-PRIM-02
GIG-00094,Regional,Colombia,COL,Antioquia,Medellin,Fisica / Basada en Ubicacion,Transporte de Pasajeros,Cabify,31,Masculino,Secundaria / Bachillerato,9,56.7,2666800,959500,1707300,1.72,Unica fuente de ingresos (100%),Regimen Subsidiado,No cotiza,No (Sin cobertura ARL),4.92,2021-06-25,2021,6,F-SEC-02
GIG-00095,Global,Brasil,BRA,Sao Paulo,Sao Paulo,En linea / Basada en la Nube,Microtareas y Etiquetado de Datos,Clickworker,35,Femenino,Secundaria / Bachillerato,1,37.6,15128600,1815400,13313200,20.19,Fuente complementaria / Secundaria (<50%),Regimen Subsidiado,Cotiza activamente,Si (Afiliado a Riesgos Laborales),,2026-03-02,2026,3,F-TER-01
GIG-00096,Global,India,IND,Karnataka,Bengaluru,Fisica / Basada en Ubicacion,Reparto y Domicilios,PedidosYa,19,Masculino,Secundaria / Bachillerato,34,56.2,4229800,1353500,2876200,2.92,Fuente principal (>50%),Regimen Subsidiado,No cotiza,Si (Afiliado a Riesgos Laborales),4.98,2025-03-13,2025,3,F-PRIM-02
GIG-00097,Global,India,IND,Karnataka,Bengaluru,Fisica / Basada en Ubicacion,Transporte de Pasajeros,DiDi,34,Masculino,Secundaria / Bachillerato,12,60.7,6362200,2035900,4326300,4.06,Unica fuente de ingresos (100%),Regimen Subsidiado,No cotiza,No (Sin cobertura ARL),4.68,2021-10-28,2021,10,F-PRIM-02
GIG-00098,Nacional,Colombia,COL,Antioquia,Medellin,Fisica / Basada en Ubicacion,Transporte de Pasajeros,Uber,33,Femenino,Primaria,1,48.5,3545900,1282000,2263900,2.66,Unica fuente de ingresos (100%),Regimen Subsidiado,No cotiza,No (Sin cobertura ARL),4.7,2026-02-27,2026,2,F-SEC-01
GIG-00099,Regional,Colombia,COL,Antioquia,Medellin,Fisica / Basada en Ubicacion,Reparto y Domicilios,iFood,41,Masculino,Secundaria / Bachillerato,9,33.9,1641800,610000,1031800,1.74,Unica fuente de ingresos (100%),Regimen Contributivo (Cotizante),Cotiza activamente,Si (Afiliado a Riesgos Laborales),4.89,2021-06-25,2021,6,F-SEC-01
GIG-00100,Regional,Colombia,COL,Caldas,Manizales,Fisica / Basada en Ubicacion,Reparto y Domicilios,Rappi,22,Masculino,Secundaria / Bachillerato,7,33.0,1527900,368700,1159200,2.0,Unica fuente de ingresos (100%),Regimen Subsidiado,No cotiza,No (Sin cobertura ARL),4.75,2021-07-29,2021,7,F-SEC-01
GIG-00101,Global,Brasil,BRA,Sao Paulo,Sao Paulo,En linea / Basada en la Nube,Servicios Profesionales y Asesoria,Fiverr,28,Masculino,Posgrado,12,30.3,10466000,1255900,9210100,17.33,Unica fuente de ingresos (100%),Regimen Subsidiado,Cotiza activamente,Si (Afiliado a Riesgos Laborales),4.31,2022-09-19,2022,9,F-TER-01
GIG-00102,Global,Estados Unidos,USA,California,San Francisco,Fisica / Basada en Ubicacion,Reparto y Domicilios,iFood,25,Masculino,Tecnico / Tecnologo,1,57.1,33038700,10572400,22466300,22.44,Unica fuente de ingresos (100%),Regimen Contributivo (Cotizante),Cotiza activamente,Si (Afiliado a Riesgos Laborales),4.76,2022-11-14,2022,11,F-PRIM-02
GIG-00103,Global,India,IND,Karnataka,Bengaluru,Fisica / Basada en Ubicacion,Transporte de Pasajeros,Cabify,19,Masculino,Tecnico / Tecnologo,15,49.8,4771600,1526900,3244700,3.72,Fuente principal (>50%),Regimen Contributivo (Cotizante),Cotiza activamente,No (Sin cobertura ARL),4.9,2021-01-25,2021,1,F-PRIM-02
GIG-00104,Nacional,Colombia,COL,Bogota D.C.,Bogota,Fisica / Basada en Ubicacion,Transporte de Pasajeros,Cabify,28,Masculino,Secundaria / Bachillerato,24,37.3,2657200,1320200,1337000,2.04,Unica fuente de ingresos (100%),Regimen Subsidiado,No cotiza,No (Sin cobertura ARL),4.82,2022-05-27,2022,5,F-SEC-01
GIG-00105,Regional,Colombia,COL,Bogota D.C.,Bogota,Fisica / Basada en Ubicacion,Transporte de Pasajeros,Cabify,35,Masculino,Secundaria / Bachillerato,24,58.3,1946000,919600,1026400,1.0,Unica fuente de ingresos (100%),Regimen Subsidiado,No cotiza,No (Sin cobertura ARL),5.0,2025-10-04,2025,10,F-PRIM-01
GIG-00106,Global,Mexico,MEX,Ciudad de Mexico,Ciudad de Mexico,En linea / Basada en la Nube,Desarrollo de Software y TI,Fiverr,41,Masculino,Tecnico / Tecnologo,6,41.3,19183900,2302100,16881900,23.31,Fuente complementaria / Secundaria (<50%),Regimen Contributivo (Cotizante),No cotiza,No (Sin cobertura ARL),4.88,2023-03-30,2023,3,F-TER-01
GIG-00107,Global,Brasil,BRA,Sao Paulo,Sao Paulo,En linea / Basada en la Nube,Desarrollo de Software y TI,Fiverr,27,Masculino,Universitario,25,41.4,17086000,2050300,15035700,20.71,Unica fuente de ingresos (100%),Regimen Subsidiado,No cotiza,No (Sin cobertura ARL),4.87,2023-05-31,2023,5,F-TER-02
GIG-00108,Nacional,Colombia,COL,Antioquia,Medellin,Fisica / Basada en Ubicacion,Transporte de Pasajeros,Cabify,29,Masculino,Tecnico / Tecnologo,12,36.3,4017100,1841800,2175300,3.42,Unica fuente de ingresos (100%),Regimen Contributivo (Cotizante),No cotiza,No (Sin cobertura ARL),4.98,2024-11-02,2024,11,F-PRIM-01
GIG-00109,Global,Mexico,MEX,Ciudad de Mexico,Ciudad de Mexico,En linea / Basada en la Nube,Desarrollo de Software y TI,Upwork,28,Masculino,Universitario,13,47.7,12540400,1504800,11035600,13.19,Unica fuente de ingresos (100%),Regimen Subsidiado,No cotiza,No (Sin cobertura ARL),4.96,2026-06-07,2026,6,F-TER-02
GIG-00110,Global,Espana,ESP,Madrid,Madrid,En linea / Basada en la Nube,Desarrollo de Software y TI,Workana,24,Masculino,Universitario,9,36.2,27189100,3262700,23926400,37.69,Fuente principal (>50%),Regimen Contributivo (Cotizante),No cotiza,Si (Afiliado a Riesgos Laborales),4.77,2025-03-11,2025,3,F-TER-01
GIG-00111,Regional,Colombia,COL,Antioquia,Medellin,Fisica / Basada en Ubicacion,Servicios del Hogar y Mantenimiento,Jelpit,35,Masculino,Tecnico / Tecnologo,8,36.3,1781100,347200,1433900,2.25,Fuente principal (>50%),Regimen Subsidiado,No cotiza,No (Sin cobertura ARL),4.54,2024-04-11,2024,4,F-PRIM-01
GIG-00112,Global,Brasil,BRA,Sao Paulo,Sao Paulo,En linea / Basada en la Nube,Desarrollo de Software y TI,Toptal,19,Masculino,Universitario,6,5.0,1203500,144400,1059100,12.08,Fuente principal (>50%),Regimen Contributivo (Cotizante),Cotiza activamente,No (Sin cobertura ARL),4.37,2024-05-07,2024,5,F-TER-01
GIG-00113,Regional,Colombia,COL,Bogota D.C.,Bogota,Fisica / Basada en Ubicacion,Transporte de Pasajeros,DiDi,33,Masculino,Secundaria / Bachillerato,3,60.1,3437300,1574400,1862900,1.77,Fuente principal (>50%),Regimen Contributivo (Cotizante),No cotiza,No (Sin cobertura ARL),4.96,2023-07-27,2023,7,F-PRIM-01
GIG-00114,Global,India,IND,Karnataka,Bengaluru,En linea / Basada en la Nube,Diseno Multimedia y Contenido,Upwork,35,Masculino,Universitario,18,6.8,1251400,150200,1101200,9.23,Fuente complementaria / Secundaria (<50%),Regimen Contributivo (Cotizante),Cotiza activamente,Si (Afiliado a Riesgos Laborales),4.93,2021-12-25,2021,12,F-TER-01
GIG-00115,Nacional,Colombia,COL,Antioquia,Medellin,Fisica / Basada en Ubicacion,Reparto y Domicilios,iFood,34,Masculino,Tecnico / Tecnologo,1,30.4,1557500,589600,967900,1.82,Unica fuente de ingresos (100%),Regimen Contributivo (Cotizante),No cotiza,No (Sin cobertura ARL),4.8,2025-08-14,2025,8,F-SEC-01
GIG-00116,Global,Brasil,BRA,Sao Paulo,Sao Paulo,En linea / Basada en la Nube,Microtareas y Etiquetado de Datos,Clickworker,20,Femenino,Universitario,16,23.3,3592300,431100,3161200,7.74,Unica fuente de ingresos (100%),Regimen Contributivo (Cotizante),Cotiza activamente,Si (Afiliado a Riesgos Laborales),,2024-12-26,2024,12,F-TER-01
GIG-00117,Global,Argentina,ARG,Buenos Aires,Buenos Aires,En linea / Basada en la Nube,Microtareas y Etiquetado de Datos,Clickworker,37,Femenino,Universitario,32,65.4,9089500,1090700,7998800,6.97,Fuente principal (>50%),Regimen Contributivo (Cotizante),No cotiza,No (Sin cobertura ARL),4.85,2022-07-19,2022,7,F-TER-02
GIG-00118,Nacional,Colombia,COL,Atlantico,Barranquilla,Fisica / Basada en Ubicacion,Transporte de Pasajeros,InDrive,19,Masculino,Tecnico / Tecnologo,13,39.2,3161200,1573400,1587800,2.31,Fuente complementaria / Secundaria (<50%),Regimen Subsidiado,No cotiza,No (Sin cobertura ARL),4.84,2022-08-18,2022,8,F-PRIM-01
GIG-00119,Regional,Colombia,COL,Antioquia,Medellin,Fisica / Basada en Ubicacion,Reparto y Domicilios,Rappi,43,Femenino,Primaria,42,57.3,1879300,712000,1167300,1.16,Unica fuente de ingresos (100%),No afiliado / Ninguno,No cotiza,No (Sin cobertura ARL),4.94,2025-12-15,2025,12,F-SEC-01
GIG-00120,Regional,Colombia,COL,Antioquia,Medellin,En linea / Basada en la Nube,Desarrollo de Software y TI,Toptal,35,Femenino,Universitario,1,34.4,3706500,331800,3374700,5.59,Fuente principal (>50%),Regimen Contributivo (Cotizante),Cotiza activamente,No (Sin cobertura ARL),4.87,2025-11-11,2025,11,F-SEC-01
GIG-00121,Regional,Colombia,COL,Antioquia,Medellin,Fisica / Basada en Ubicacion,Reparto y Domicilios,Rappi,38,Masculino,Secundaria / Bachillerato,26,59.4,2033700,680900,1352800,1.3,Unica fuente de ingresos (100%),Regimen Subsidiado,No cotiza,No (Sin cobertura ARL),4.89,2025-03-27,2025,3,F-PRIM-01
GIG-00122,Regional,Colombia,COL,Santander,Bucaramanga,Fisica / Basada en Ubicacion,Transporte de Pasajeros,Uber,23,Masculino,Secundaria / Bachillerato,2,62.7,2820700,1120100,1700700,1.55,Unica fuente de ingresos (100%),Regimen Subsidiado,No cotiza,No (Sin cobertura ARL),4.58,2025-10-17,2025,10,F-SEC-01
GIG-00123,Global,Brasil,BRA,Sao Paulo,Sao Paulo,En linea / Basada en la Nube,Diseno Multimedia y Contenido,Upwork,28,Masculino,Universitario,49,24.4,6880400,825700,6054800,14.15,Unica fuente de ingresos (100%),Regimen Contributivo (Cotizante),No cotiza,No (Sin cobertura ARL),4.95,2025-04-26,2025,4,F-TER-01
GIG-00124,Global,Brasil,BRA,Sao Paulo,Sao Paulo,Fisica / Basada en Ubicacion,Transporte de Pasajeros,DiDi,34,Femenino,Secundaria / Bachillerato,15,53.5,6421900,2055000,4366900,4.65,Unica fuente de ingresos (100%),Regimen Subsidiado,Cotiza activamente,No (Sin cobertura ARL),4.91,2022-03-07,2022,3,F-TER-02
GIG-00125,Regional,Colombia,COL,Valle del Cauca,Cali,Fisica / Basada en Ubicacion,Reparto y Domicilios,Rappi,28,Femenino,Secundaria / Bachillerato,4,64.5,1817900,592100,1225800,1.08,Unica fuente de ingresos (100%),Regimen Contributivo (Cotizante),No cotiza,No (Sin cobertura ARL),4.79,2022-06-29,2022,6,F-PRIM-01
GIG-00126,Nacional,Colombia,COL,Bogota D.C.,Bogota,Fisica / Basada en Ubicacion,Reparto y Domicilios,Rappi,30,Masculino,Secundaria / Bachillerato,59,43.2,1605700,526400,1079200,1.42,Unica fuente de ingresos (100%),Regimen Subsidiado,No cotiza,No (Sin cobertura ARL),4.89,2025-05-17,2025,5,F-PRIM-01
GIG-00127,Nacional,Colombia,COL,Bogota D.C.,Bogota,Fisica / Basada en Ubicacion,Transporte de Pasajeros,Uber,32,Masculino,Secundaria / Bachillerato,42,66.0,3465600,1751400,1714200,1.48,Fuente principal (>50%),Regimen Subsidiado,No cotiza,No (Sin cobertura ARL),4.57,2021-06-23,2021,6,F-SEC-01
GIG-00128,Regional,Colombia,COL,Bogota D.C.,Bogota,Fisica / Basada en Ubicacion,Transporte de Pasajeros,Uber,23,Femenino,Primaria,29,43.0,3065200,1243400,1821800,2.42,Unica fuente de ingresos (100%),Regimen Subsidiado,No cotiza,No (Sin cobertura ARL),4.86,2023-08-23,2023,8,F-PRIM-01
GIG-00129,Global,India,IND,Karnataka,Bengaluru,En linea / Basada en la Nube,Microtareas y Etiquetado de Datos,Clickworker,38,Masculino,Universitario,16,55.7,14875900,1785100,13090800,13.4,Unica fuente de ingresos (100%),Regimen Contributivo (Cotizante),No cotiza,No (Sin cobertura ARL),4.95,2023-05-24,2023,5,F-TER-02
GIG-00130,Global,Espana,ESP,Madrid,Madrid,Fisica / Basada en Ubicacion,Reparto y Domicilios,Mensajeros Urbanos,18,Masculino,Tecnico / Tecnologo,13,65.8,32370300,10358500,22011800,19.08,Unica fuente de ingresos (100%),Regimen Contributivo (Cotizante),No cotiza,Si (Afiliado a Riesgos Laborales),4.92,2026-03-26,2026,3,F-TER-02
GIG-00131,Nacional,Colombia,COL,Bogota D.C.,Bogota,Fisica / Basada en Ubicacion,Transporte de Pasajeros,DiDi,41,Masculino,Secundaria / Bachillerato,9,68.0,2820900,1159100,1661800,1.39,Fuente principal (>50%),Regimen Subsidiado,No cotiza,No (Sin cobertura ARL),4.97,2022-09-30,2022,9,F-SEC-02
GIG-00132,Regional,Colombia,COL,Santander,Bucaramanga,Fisica / Basada en Ubicacion,Transporte de Pasajeros,DiDi,35,Femenino,Secundaria / Bachillerato,27,62.1,3115800,1182600,1933200,1.78,Fuente complementaria / Secundaria (<50%),Regimen Contributivo (Cotizante),Cotiza activamente,Si (Afiliado a Riesgos Laborales),4.96,2022-04-15,2022,4,F-SEC-02
GIG-00133,Global,Mexico,MEX,Ciudad de Mexico,Ciudad de Mexico,En linea / Basada en la Nube,Diseno Multimedia y Contenido,Fiverr,24,Femenino,Secundaria / Bachillerato,1,29.6,13035200,1564200,11471000,22.1,Fuente principal (>50%),Regimen Contributivo (Cotizante),No cotiza,No (Sin cobertura ARL),4.8,2024-04-04,2024,4,F-TER-01
GIG-00134,Regional,Colombia,COL,Antioquia,Medellin,Fisica / Basada en Ubicacion,Transporte de Pasajeros,DiDi,30,Masculino,Secundaria / Bachillerato,15,65.4,2490400,1245400,1245000,1.09,Unica fuente de ingresos (100%),Regimen Subsidiado,No cotiza,No (Sin cobertura ARL),4.67,2022-06-09,2022,6,F-SEC-02
GIG-00135,Global,Espana,ESP,Madrid,Madrid,En linea / Basada en la Nube,Servicios Profesionales y Asesoria,Guru,22,Masculino,Universitario,6,25.7,11879100,1425500,10453600,23.19,Unica fuente de ingresos (100%),Regimen Contributivo (Cotizante),Cotiza activamente,No (Sin cobertura ARL),4.78,2024-04-25,2024,4,F-TER-01
GIG-00136,Global,Brasil,BRA,Sao Paulo,Sao Paulo,Fisica / Basada en Ubicacion,Transporte de Pasajeros,Uber,41,Masculino,Universitario,7,22.1,3716800,1189400,2527400,6.52,Fuente complementaria / Secundaria (<50%),Regimen Contributivo (Cotizante),Cotiza activamente,Si (Afiliado a Riesgos Laborales),4.8,2023-01-05,2023,1,F-TER-02
GIG-00137,Regional,Colombia,COL,Bogota D.C.,Bogota,En linea / Basada en la Nube,Servicios Profesionales y Asesoria,Fiverr,20,Masculino,Tecnico / Tecnologo,14,37.8,4296400,396100,3900300,5.88,Fuente principal (>50%),Regimen Contributivo (Cotizante),Cotiza activamente,No (Sin cobertura ARL),4.45,2021-05-16,2021,5,F-SEC-01
GIG-00138,Nacional,Colombia,COL,Atlantico,Barranquilla,En linea / Basada en la Nube,Microtareas y Etiquetado de Datos,Amazon Mechanical Turk,19,Masculino,Secundaria / Bachillerato,5,53.6,1272600,172300,1100300,1.17,Fuente principal (>50%),No afiliado / Ninguno,No cotiza,No (Sin cobertura ARL),,2022-01-09,2022,1,F-SEC-01
GIG-00139,Global,Brasil,BRA,Sao Paulo,Sao Paulo,Fisica / Basada en Ubicacion,Reparto y Domicilios,Mensajeros Urbanos,35,Masculino,Posgrado,14,55.5,9246800,2959000,6287800,6.46,Fuente complementaria / Secundaria (<50%),Regimen Contributivo (Cotizante),No cotiza,No (Sin cobertura ARL),4.88,2021-12-24,2021,12,F-PRIM-02
GIG-00140,Global,Estados Unidos,USA,California,San Francisco,Fisica / Basada en Ubicacion,Reparto y Domicilios,iFood,31,Masculino,Secundaria / Bachillerato,4,52.5,18294800,5854300,12440500,13.51,Unica fuente de ingresos (100%),Regimen Contributivo (Cotizante),No cotiza,No (Sin cobertura ARL),4.92,2021-08-10,2021,8,F-TER-02
GIG-00141,Regional,Colombia,COL,Atlantico,Barranquilla,Fisica / Basada en Ubicacion,Transporte de Pasajeros,Uber,35,Masculino,Secundaria / Bachillerato,2,57.0,2873700,1189200,1684500,1.69,Fuente principal (>50%),Regimen Subsidiado,No cotiza,No (Sin cobertura ARL),4.83,2026-04-29,2026,4,F-SEC-02
GIG-00142,Regional,Colombia,COL,Bogota D.C.,Bogota,Fisica / Basada en Ubicacion,Servicios del Hogar y Mantenimiento,Timser,27,Masculino,Secundaria / Bachillerato,5,34.3,1860500,385400,1475000,2.45,Fuente complementaria / Secundaria (<50%),Regimen Subsidiado,No cotiza,No (Sin cobertura ARL),4.88,2024-05-28,2024,5,F-SEC-01
GIG-00143,Regional,Colombia,COL,Valle del Cauca,Cali,Fisica / Basada en Ubicacion,Servicios del Hogar y Mantenimiento,Timser,34,Femenino,Secundaria / Bachillerato,17,41.4,2142300,340900,1801500,2.48,Unica fuente de ingresos (100%),Regimen Subsidiado,No cotiza,No (Sin cobertura ARL),4.9,2023-08-25,2023,8,F-PRIM-01
